http_method,endpoint,status_code,response_size,request_rate,session_duration,requests_per_session,time_between_requests,failed_requests,url_length,query_param_count,payload_size,distinct_endpoints_accessed,login_attempts,request_pattern_entropy
get,/api/login,429,4390,4.66,1028,29,16.32,4,18,1,9319,6,1,2.51
post,/api/search,429,3012,18.55,439,40,0.55,3,36,8,1103,7,9,0.23
put,/api/cart,200,622,18.3,94,105,3.33,5,25,5,3649,15,5,0.45
get,/api/payment,401,2852,4.81,510,15,16.95,0,41,2,9102,5,0,2.26
patch,/api/payment,429,2275,2.5,368,8,15.94,2,38,8,7648,5,1,1.5
post,/api/search,404,2954,6.57,1111,3,19.16,3,46,4,1435,1,0,2.63
patch,/api/user/profile,404,3195,3.42,219,31,20.68,4,45,6,6360,6,0,2.42
delete,/api/payment,403,1200,1.55,339,3,19.8,1,43,5,6236,4,2,2.73
get,/api/login,401,1777,1.29,324,15,26.35,3,37,1,9819,2,0,2.68
get,/api/products,400,588,3.59,494,47,26.14,0,22,1,8170,3,3,2.51
get,/api/user/profile,404,3370,2.98,133,4,21.48,2,41,8,6561,5,1,2.07
post,/api/orders,403,2394,12.22,245,133,1.09,11,48,8,8919,7,2,0.85
put,/api/orders,401,797,3.37,228,220,0.52,11,25,10,4840,11,4,0.55
get,/api/orders,403,4893,17.26,133,120,1.36,4,33,4,7439,15,4,1.09
delete,/api/payment,201,2303,2.46,597,12,3.63,0,23,6,908,5,2,2.43
patch,/api/search,400,2944,17.83,128,107,0.92,5,22,3,7233,10,13,1.08
post,/api/login,404,1937,4.25,497,17,22.13,3,22,9,1428,4,4,2.38
patch,/api/cart,404,289,2.06,966,16,18.55,4,38,0,6409,3,4,2.99
delete,/api/user/profile,400,2737,3.4,206,31,23.32,5,29,8,2017,6,3,1.89
get,/api/cart,403,2833,2.16,131,5,7.48,2,35,4,5466,5,2,2.27
patch,/api/cart,200,4735,16.06,219,80,1.07,4,48,9,3837,8,2,1.69
get,/api/search,429,4545,2.59,894,59,23.58,4,27,8,2603,6,3,2.63
get,/api/user/profile,404,349,1.26,661,38,14.71,5,22,2,1486,5,3,1.35
post,/api/products,429,2644,3.53,939,38,16.55,1,33,0,3449,3,3,2.39
put,/api/payment,404,3081,3.63,827,21,15.3,1,35,0,2525,6,1,2.86
patch,/api/payment,400,4558,3.94,385,10,10.61,4,50,6,6359,2,4,2.0
post,/api/user/profile,201,3740,0.1,125,21,15.98,1,29,10,7293,3,1,2.77
get,/api/login,500,4080,0.51,661,52,26.36,0,50,8,1365,5,3,2.01
patch,/api/login,403,4291,0.1,1198,49,26.96,3,21,4,103,1,4,1.32
patch,/api/payment,200,716,3.95,388,9,20.77,4,40,8,8577,6,0,2.69
post,/api/login,403,1335,9.91,112,196,0.42,3,44,6,8033,7,7,1.0
put,/api/orders,201,1130,1.83,918,14,16.87,5,21,6,8485,4,3,2.86
delete,/api/login,401,1619,3.78,1181,11,11.05,2,35,1,164,6,3,2.67
patch,/api/search,500,2702,15.85,286,79,2.13,2,44,4,9176,6,3,1.27
put,/api/search,200,4369,0.98,413,17,12.06,2,16,7,707,4,4,2.99
post,/api/orders,201,2808,2.67,425,44,23.69,2,33,6,6646,5,3,2.3
patch,/api/orders,401,1904,1.0,1131,42,32.55,3,34,4,5741,6,0,1.49
post,/api/user/profile,403,215,1.75,857,45,17.24,4,24,7,8479,3,4,3.09
patch,/api/products,400,3483,3.47,173,17,33.49,2,16,6,345,4,3,2.43
post,/api/login,400,2396,1.19,1027,35,13.24,0,42,5,5136,5,3,2.31
post,/api/user/profile,400,2064,2.4,479,51,7.14,2,25,7,2353,2,4,2.97
get,/api/user/profile,401,1239,3.06,615,35,4.89,5,26,8,4933,6,1,3.08
delete,/api/login,404,1662,1.28,463,10,5.54,0,20,4,5648,6,1,2.55
get,/api/cart,500,1843,0.1,1068,52,19.72,2,17,3,8054,3,2,0.8
delete,/api/payment,200,3924,0.96,166,26,27.6,5,46,3,7122,2,0,2.09
patch,/api/user/profile,401,4286,1.73,1018,54,25.19,1,17,2,4041,5,1,2.02
get,/api/products,400,559,3.65,274,40,24.39,1,44,9,6566,1,3,2.79
post,/api/search,201,4098,0.33,933,8,10.17,3,16,1,1840,1,1,4.0
put,/api/orders,200,4221,1.76,917,30,38.89,5,22,6,7998,5,2,3.53
post,/api/login,401,2679,3.28,508,44,17.38,5,22,8,7861,2,0,2.22
post,/api/user/profile,500,2002,11.64,20,137,0.25,7,21,2,9358,8,6,0.52
patch,/api/login,200,1373,4.43,1007,15,14.54,1,48,3,9421,4,1,2.58
delete,/api/search,201,4881,3.21,909,59,24.37,1,31,8,6437,4,0,1.51
delete,/api/payment,400,3807,3.38,191,8,12.85,4,26,5,5476,3,2,2.6
patch,/api/orders,500,3250,16.24,189,154,0.47,2,25,1,5633,7,4,0.72
post,/api/login,500,3193,17.29,79,237,0.47,8,43,2,7620,12,15,1.33
get,/api/products,429,4328,11.52,460,186,0.16,2,46,1,6997,9,11,0.75
patch,/api/login,201,899,3.36,99,21,10.48,1,15,0,523,5,4,1.74
patch,/api/payment,400,1723,1.0,572,5,10.87,4,35,0,8441,2,4,2.19
put,/api/cart,400,2577,21.62,300,184,2.41,9,33,7,7531,14,4,0.83
patch,/api/orders,401,3908,10.89,394,101,1.73,5,39,1,9188,7,9,0.98
get,/api/user/profile,429,1979,2.95,203,12,17.44,4,35,8,1829,2,0,2.6
post,/api/search,403,2082,2.56,453,21,0.01,3,46,10,3002,3,1,2.28
post,/api/products,201,1457,11.04,261,135,0.36,2,33,7,6509,13,11,0.52
get,/api/search,201,1945,3.2,605,4,25.48,4,46,6,8766,3,4,3.2
patch,/api/cart,403,3694,0.62,264,36,25.31,2,37,3,8402,5,2,2.31
patch,/api/products,500,1548,3.4,263,4,7.75,3,23,5,7743,6,2,2.59
put,/api/user/profile,404,2779,2.97,1032,11,3.12,2,15,3,218,5,2,2.86
delete,/api/orders,404,859,4.52,964,43,13.6,3,41,3,8904,4,4,3.32
get,/api/user/profile,401,3476,2.22,338,11,21.8,4,19,4,5830,1,0,1.17
put,/api/orders,401,2887,21.68,297,193,0.71,3,40,0,2191,7,12,0.86
delete,/api/payment,500,248,4.8,556,60,5.99,4,31,3,5526,1,0,1.99
post,/api/orders,429,1051,12.35,344,243,0.31,5,26,6,5500,12,12,0.6
patch,/api/payment,200,3514,3.12,1036,35,7.47,4,36,1,1718,6,0,3.17
put,/api/cart,403,4107,3.71,1032,41,22.81,3,44,0,6501,4,4,2.51
patch,/api/cart,404,2724,0.38,908,19,22.82,5,20,1,5271,6,1,2.34
delete,/api/search,400,417,6.44,560,81,0.07,10,17,8,5336,14,2,0.82
delete,/api/login,401,4420,13.3,215,122,0.98,5,48,3,3684,13,9,0.78
put,/api/user/profile,500,918,20.64,18,241,0.04,8,17,9,348,14,8,1.4
post,/api/search,403,4954,3.67,1015,36,26.93,0,19,6,2353,3,4,2.21
patch,/api/payment,401,3939,1.43,234,10,9.42,1,35,9,2560,3,4,2.26
get,/api/orders,200,1146,7.75,204,148,2.25,10,43,7,4811,12,2,0.64
put,/api/user/profile,401,2434,16.53,476,143,1.07,3,46,6,2835,10,4,0.42
delete,/api/products,400,1753,3.71,633,36,16.47,5,44,10,3156,5,3,2.53
put,/api/cart,201,2350,17.06,385,222,0.3,12,37,2,5268,6,12,0.4
get,/api/payment,201,2328,2.63,1059,4,1.27,2,35,2,1152,3,4,1.94
get,/api/cart,200,2545,9.98,32,187,0.37,4,41,8,7948,5,3,0.43
put,/api/user/profile,400,1554,2.47,770,44,8.61,2,18,10,5279,2,3,2.63
delete,/api/orders,403,4429,3.19,902,49,12.64,4,46,2,3937,4,0,2.28
patch,/api/cart,401,259,2.78,344,4,14.77,2,43,6,2125,5,3,3.3
post,/api/orders,403,4537,13.27,169,242,1.37,4,28,7,3860,8,15,1.24
get,/api/products,403,897,1.44,804,60,32.68,0,49,5,2710,3,1,2.7
get,/api/products,401,2282,1.25,804,49,28.22,0,17,10,9501,5,4,3.75
delete,/api/user/profile,500,3396,2.45,1127,43,10.97,2,48,5,7660,4,1,2.4
post,/api/user/profile,429,3814,3.57,107,6,25.22,4,34,9,4576,6,1,2.84
get,/api/user/profile,200,2021,12.41,114,180,2.34,11,35,7,8171,7,10,1.4
post,/api/user/profile,401,2637,15.57,244,74,0.33,9,45,7,7073,12,7,0.7
put,/api/user/profile,201,3028,2.33,674,60,14.55,5,50,9,8017,5,3,2.27
put,/api/user/profile,500,2766,17.38,590,142,0.31,8,16,5,6485,5,10,0.92
get,/api/login,201,907,2.19,311,36,16.58,4,38,8,8646,4,3,3.24
patch,/api/orders,403,1724,9.93,529,149,0.6,12,18,6,795,15,3,1.74
delete,/api/user/profile,201,2636,0.1,743,49,7.39,1,43,1,9535,6,3,0.62
get,/api/payment,401,2651,2.29,985,24,5.86,4,47,9,9235,1,1,2.54
get,/api/orders,500,332,0.1,869,14,15.66,0,19,9,8804,6,0,2.25
put,/api/products,500,1781,4.75,278,15,26.29,0,31,1,3866,1,1,2.97
delete,/api/payment,401,3550,2.01,1199,54,30.88,5,50,1,3104,3,3,1.57
put,/api/user/profile,403,2897,0.39,962,49,14.33,4,49,4,887,5,2,3.85
post,/api/login,403,2420,11.19,506,104,1.19,7,37,1,9646,9,4,0.73
patch,/api/search,403,1568,2.11,664,13,17.96,5,36,7,5666,5,3,2.61
post,/api/cart,401,1558,13.4,544,254,1.73,10,25,5,3623,15,11,0.55
put,/api/cart,404,4524,9.17,540,170,0.88,9,46,10,8045,5,15,0.59
get,/api/login,401,4730,8.42,297,108,0.47,2,34,5,3443,12,5,0.63
post,/api/user/profile,429,2691,10.04,589,183,1.86,12,19,9,9453,13,14,0.89
put,/api/products,400,4636,2.59,858,32,8.77,3,28,1,8249,3,1,2.29
delete,/api/search,400,2619,3.8,131,39,16.2,0,44,7,93,4,0,2.83
put,/api/login,403,343,4.41,872,23,18.48,0,44,5,3696,6,1,1.35
post,/api/payment,401,631,13.08,343,256,1.55,7,34,7,6571,7,3,0.55
delete,/api/login,429,4963,2.55,507,15,12.1,2,28,8,9618,5,2,3.07
patch,/api/search,429,3867,3.51,157,34,10.05,1,31,4,7340,4,0,2.02
get,/api/orders,500,872,0.1,578,17,16.23,0,47,7,931,5,4,2.45
put,/api/payment,404,1194,4.2,192,38,17.87,4,22,7,4729,5,4,3.3
get,/api/products,500,445,9.21,546,208,2.14,10,50,1,810,15,11,1.26
patch,/api/user/profile,404,2326,3.03,427,17,1.19,3,44,2,6559,2,0,2.42
get,/api/user/profile,401,2839,6.06,284,106,0.46,11,32,10,754,5,7,0.98
post,/api/payment,403,821,1.72,1053,26,6.6,4,26,1,2434,3,0,3.01
delete,/api/login,429,930,2.34,522,22,11.08,1,22,3,8491,2,3,2.53
delete,/api/search,403,3274,6.46,1091,32,24.23,0,32,8,4010,1,0,3.2
get,/api/login,404,2090,3.15,1194,59,16.33,3,23,4,7381,5,3,1.06
get,/api/payment,500,2537,1.48,567,51,11.16,4,23,3,6438,6,3,1.38
get,/api/orders,400,522,0.76,1175,2,0.01,3,31,6,5535,6,2,2.48
post,/api/orders,403,1699,3.73,352,51,23.85,5,21,0,3783,1,1,2.75
get,/api/products,401,4249,1.05,249,12,0.01,1,45,5,9782,6,1,1.45
patch,/api/search,404,604,6.92,464,47,3.12,6,45,4,9861,5,7,0.73
patch,/api/search,401,917,1.09,699,40,16.92,1,30,8,227,5,4,2.02
post,/api/orders,403,3188,2.61,672,47,5.73,0,41,1,5235,5,2,2.39
patch,/api/products,401,1405,5.54,190,48,11.6,4,17,1,635,3,3,2.42
delete,/api/search,403,2391,2.2,674,48,16.4,3,22,0,8338,5,4,2.78
put,/api/search,200,1472,13.03,317,87,0.32,9,28,9,2139,12,10,0.69
delete,/api/login,201,430,3.38,970,50,17.25,4,24,4,2364,3,1,3.6
delete,/api/payment,429,916,0.2,636,58,14.02,0,45,6,8736,4,4,1.95
put,/api/search,200,4518,14.42,100,69,0.97,3,24,5,9704,5,13,0.6
delete,/api/user/profile,200,3187,6.07,165,298,0.32,10,32,6,9239,11,2,1.23
put,/api/cart,500,4778,2.46,317,52,20.02,0,49,7,5430,5,2,3.5
put,/api/products,200,1967,2.9,718,36,10.53,5,45,7,246,1,0,2.78
put,/api/payment,401,1570,9.82,327,82,0.35,7,47,6,585,13,9,0.1
post,/api/payment,429,2617,0.99,369,54,6.13,2,29,3,3777,3,2,2.62
patch,/api/payment,400,3154,3.33,776,16,17.25,2,49,10,547,5,0,2.19
put,/api/payment,404,2954,0.1,497,5,15.31,1,40,8,5587,4,4,2.97
get,/api/products,429,2864,22.72,166,270,1.4,11,19,8,3094,9,7,0.63
post,/api/login,201,3650,1.37,1097,60,14.09,1,18,1,510,4,2,2.17
post,/api/products,401,1033,4.4,813,24,17.1,1,46,5,2150,3,1,2.03
post,/api/products,201,4566,1.79,700,37,23.97,1,29,5,627,5,3,3.46
get,/api/cart,200,1511,18.11,539,173,0.55,4,42,4,2969,15,5,0.8
put,/api/login,429,1828,3.88,1065,30,15.8,5,24,0,5667,5,4,2.5
get,/api/payment,400,3387,6.69,21,188,0.86,5,48,7,4795,10,6,0.79
put,/api/cart,401,943,14.23,242,50,1.86,2,19,1,4909,5,10,1.05
post,/api/login,403,2336,0.98,685,48,21.86,5,45,5,5808,2,2,2.31
patch,/api/user/profile,200,4218,2.11,996,42,31.78,0,29,2,7938,5,4,2.86
put,/api/orders,400,4144,1.54,422,4,15.52,1,18,4,9987,2,1,2.52
get,/api/search,401,2230,5.03,722,40,15.32,1,22,0,8318,2,2,3.82
put,/api/cart,200,4895,0.55,1128,46,14.74,1,31,10,4588,3,3,2.04
post,/api/payment,500,1749,10.02,163,76,0.26,6,30,7,963,9,8,1.04
post,/api/products,403,4824,0.16,1008,30,6.38,5,23,2,3088,4,0,2.71
get,/api/cart,404,3570,3.43,1109,49,20.13,1,37,9,9897,3,3,2.03
delete,/api/payment,401,634,1.03,825,49,10.95,1,46,0,950,4,3,2.64
patch,/api/orders,403,4108,4.73,161,12,0.01,3,31,10,4771,4,2,2.37
get,/api/orders,401,4993,0.5,401,59,1.78,4,28,4,6408,1,4,3.08
patch,/api/cart,400,3554,3.32,724,19,18.6,1,45,0,1471,1,3,3.05
post,/api/payment,200,2494,10.08,367,181,0.13,3,36,3,3667,7,6,0.7
patch,/api/login,429,2008,2.87,367,51,16.83,2,17,0,7630,1,1,2.1
patch,/api/login,201,3346,3.84,917,15,14.51,4,24,6,9397,4,1,1.67
put,/api/payment,403,3940,1.16,903,34,0.01,2,25,9,3835,5,0,2.53
delete,/api/payment,401,3696,4.46,1175,29,6.62,4,46,7,7007,4,1,2.85
post,/api/orders,401,4380,3.15,813,1,8.98,2,29,8,9399,6,0,3.42
post,/api/login,429,3693,10.91,524,245,6.09,3,31,0,2803,6,10,1.6
post,/api/search,429,3460,11.3,95,251,0.35,7,41,2,6609,13,3,1.34
patch,/api/search,201,3928,2.27,602,2,14.68,4,40,4,9437,4,4,2.93
post,/api/payment,400,3749,7.6,112,47,18.64,2,32,6,5363,5,2,2.51
delete,/api/login,500,4861,0.86,149,32,0.01,1,45,7,6581,1,0,3.2
post,/api/cart,403,1030,1.68,1107,11,35.83,1,25,4,5508,1,1,3.02
post,/api/products,400,2897,3.01,276,6,18.15,1,35,1,7285,3,4,2.74
put,/api/payment,400,686,1.46,894,10,0.99,4,27,1,4698,4,4,2.17
patch,/api/user/profile,400,2027,2.47,103,27,9.82,4,45,1,980,5,4,1.73
delete,/api/products,201,1365,1.38,1140,30,23.29,4,44,7,609,5,2,2.95
patch,/api/cart,500,1863,2.76,984,42,19.7,0,29,8,52,6,1,1.82
post,/api/cart,200,4718,1.31,76,53,17.49,2,39,5,8952,1,1,1.9
patch,/api/orders,500,1997,2.66,250,5,4.9,2,25,5,1385,3,3,1.51
post,/api/payment,500,3464,3.6,366,8,23.22,5,22,7,4487,3,4,2.12
put,/api/orders,404,2352,0.22,1062,14,0.01,2,22,3,2982,4,0,3.61
put,/api/login,500,450,2.67,473,3,10.14,4,31,10,5274,2,1,2.28
delete,/api/search,400,4897,4.35,430,111,0.7,10,38,1,7235,6,9,1.05
delete,/api/orders,500,3634,2.37,376,31,32.69,4,38,6,1566,3,3,2.98
put,/api/products,500,4734,5.79,738,14,22.06,0,36,9,7268,4,3,3.12
patch,/api/search,500,3479,19.9,182,148,2.48,10,35,5,4751,9,12,0.95
patch,/api/products,403,4662,4.23,61,196,1.73,5,34,4,18,13,11,0.2
patch,/api/cart,500,4008,9.11,145,93,2.67,11,46,3,836,5,10,0.86
post,/api/user/profile,404,2117,2.69,1012,29,10.27,0,49,4,1656,2,2,1.4
post,/api/search,403,846,8.87,376,300,0.11,6,42,2,7966,5,14,0.44
put,/api/products,201,3385,22.79,25,114,0.13,12,49,1,57,5,6,1.38
post,/api/login,200,2193,14.74,413,45,1.75,9,26,10,4888,9,5,0.72
patch,/api/products,200,2258,3.76,879,5,8.4,2,30,1,2612,2,2,2.2
put,/api/orders,403,4483,0.1,472,25,4.41,1,21,6,8313,5,1,3.58
get,/api/cart,400,4102,18.57,321,234,1.66,3,29,9,2120,15,10,0.41
delete,/api/products,429,4879,2.54,1119,47,11.57,1,42,10,4999,2,1,2.98
post,/api/orders,429,789,3.68,399,42,18.69,0,48,6,4728,1,1,2.95
put,/api/products,201,1835,2.33,794,43,29.09,4,32,3,8557,4,1,3.23
post,/api/products,403,1405,10.09,463,178,0.52,9,32,1,4728,5,8,1.12
delete,/api/login,429,283,2.72,114,57,13.63,5,37,3,1175,4,0,2.55
put,/api/orders,400,2304,2.48,1069,31,35.67,5,25,7,8355,6,3,1.7
delete,/api/payment,500,3872,0.1,933,7,17.66,1,33,10,8274,5,2,2.27
get,/api/search,400,2851,2.97,81,19,19.67,0,48,6,8246,2,4,3.27
delete,/api/login,400,409,0.24,457,41,10.55,5,36,4,1816,1,4,2.76
put,/api/orders,400,4227,15.08,394,110,0.95,2,16,6,6081,11,13,0.48
patch,/api/products,200,2751,2.82,663,56,3.88,1,38,8,9271,5,2,2.43
post,/api/products,429,3537,14.47,294,201,2.91,3,15,5,9112,11,13,0.35
patch,/api/cart,201,3572,0.51,564,11,11.51,1,49,6,6592,1,2,3.03
patch,/api/payment,500,4721,3.03,866,59,19.55,2,22,5,4229,1,3,2.73
get,/api/products,403,2073,4.94,855,49,16.89,5,18,3,4824,4,2,2.27
put,/api/payment,200,3336,1.13,733,60,17.0,2,34,10,942,4,3,1.04
delete,/api/user/profile,400,3938,2.22,1024,15,13.35,0,46,2,8130,1,3,1.68
put,/api/orders,403,1800,8.29,309,230,1.14,12,50,6,9208,13,8,1.2
patch,/api/products,429,3902,3.18,784,23,3.34,5,45,10,2146,3,3,2.58
post,/api/payment,500,1888,6.48,501,39,24.52,0,43,6,8575,3,3,2.0
delete,/api/login,500,3019,3.58,605,3,3.67,4,22,1,7953,6,3,1.68
get,/api/orders,500,1531,2.4,267,57,19.41,3,44,8,3914,4,1,2.99
post,/api/login,429,4072,3.74,921,38,18.96,4,50,9,7352,1,0,1.53
get,/api/cart,403,3122,2.41,382,40,22.75,4,33,1,6256,6,1,2.77
delete,/api/cart,429,4574,12.73,349,142,2.11,2,36,9,2987,15,2,0.89
delete,/api/payment,200,1927,4.25,296,20,20.0,2,33,2,20,6,1,2.4
get,/api/orders,201,4205,4.53,1135,31,0.01,5,39,2,2037,6,0,3.73
delete,/api/cart,201,2040,0.1,1164,1,9.98,5,42,6,2681,5,0,2.48
patch,/api/orders,401,4899,2.28,546,55,23.05,0,31,7,9021,4,2,1.87
get,/api/payment,403,2753,2.89,91,48,10.37,3,33,1,7652,2,4,2.68
delete,/api/search,500,3350,2.4,429,40,15.74,2,20,0,3183,5,0,2.17
patch,/api/orders,200,351,9.96,349,78,0.02,3,32,5,8365,8,11,0.98
patch,/api/search,401,1109,2.99,239,36,5.39,2,20,8,7184,4,4,2.76
put,/api/login,404,4959,2.19,568,55,0.44,4,26,2,2970,6,2,2.24
get,/api/cart,403,4626,18.64,597,130,0.42,4,39,1,9039,11,4,0.49
patch,/api/login,404,831,2.38,294,46,9.91,3,47,2,908,1,1,2.94
patch,/api/login,403,1469,10.85,358,154,3.72,10,18,5,7606,7,13,0.86
post,/api/products,201,769,12.86,500,120,1.99,11,43,2,1407,14,2,0.73
delete,/api/orders,429,1527,11.9,519,67,1.56,4,21,0,8757,7,4,1.0
get,/api/products,201,761,0.78,1157,52,11.25,2,48,9,2744,2,0,1.76
post,/api/user/profile,500,3469,2.19,1004,5,29.16,1,47,0,9625,5,0,3.25
patch,/api/orders,201,1741,5.56,130,39,18.83,3,48,5,5052,2,4,2.59
put,/api/user/profile,400,3255,8.01,268,183,0.41,4,50,10,8294,5,12,0.45
patch,/api/search,429,2554,1.56,1131,43,6.19,3,40,0,9160,3,2,2.94
delete,/api/orders,403,4063,4.01,302,48,15.19,3,48,1,1834,2,3,1.98
get,/api/user/profile,404,800,4.88,472,6,9.0,3,39,4,1882,6,4,1.2
put,/api/login,200,1138,13.83,195,162,0.54,2,45,10,4451,14,8,0.36
post,/api/products,200,4533,3.15,506,4,19.79,3,45,5,3155,2,2,1.55
post,/api/products,401,1292,4.44,523,5,20.2,5,30,2,4519,3,3,2.09
patch,/api/user/profile,403,1360,5.83,171,67,0.26,6,44,1,6159,6,5,0.77
post,/api/payment,403,2708,3.22,605,32,10.38,3,15,6,6439,6,4,2.59
post,/api/user/profile,500,1632,0.17,71,56,32.71,5,22,10,3109,6,4,1.69
get,/api/payment,200,824,2.02,396,43,14.74,1,49,6,1144,6,4,3.65
put,/api/login,500,4196,0.51,799,48,30.87,0,30,5,586,6,4,2.95
put,/api/login,429,3539,13.67,549,200,0.24,7,15,2,3654,8,8,0.41
post,/api/login,200,3080,1.33,202,16,24.69,0,48,1,4345,1,2,2.44
delete,/api/search,403,1817,2.57,583,30,28.05,4,31,10,6315,3,3,2.06
put,/api/orders,201,3322,3.53,509,60,9.93,0,40,2,3859,4,0,3.22
get,/api/search,201,4585,5.18,282,6,12.9,1,46,10,4784,6,4,1.18
delete,/api/login,404,3079,1.47,1032,13,34.46,3,31,6,2709,2,2,2.14
delete,/api/login,201,3221,5.16,62,37,10.15,0,21,4,1582,3,1,2.12
get,/api/products,404,3295,3.67,1190,17,20.27,3,44,7,5907,5,4,3.01
get,/api/login,429,1551,2.51,113,57,23.27,2,32,2,380,4,0,3.08
patch,/api/products,404,3994,4.22,110,34,10.01,1,44,8,7776,6,2,3.12
post,/api/login,500,4410,9.91,111,148,0.17,8,38,3,5955,9,13,0.6
put,/api/cart,500,1241,7.94,286,93,0.63,6,33,3,37,8,5,1.29
delete,/api/payment,401,2233,1.45,375,24,12.84,5,46,5,7959,5,0,2.06
patch,/api/user/profile,400,3386,10.97,357,187,0.56,7,37,3,7907,15,6,0.6
get,/api/user/profile,200,1693,3.22,700,4,26.07,2,44,5,5943,3,0,3.26
patch,/api/products,201,436,3.56,561,25,20.11,4,32,5,4883,1,1,3.52
delete,/api/login,403,1218,3.0,496,2,20.17,4,41,6,882,2,3,2.31
get,/api/products,201,1474,0.46,912,12,9.53,1,19,0,9098,2,1,2.49
post,/api/cart,429,3358,2.59,1117,7,30.41,4,42,8,8307,1,3,2.55
get,/api/user/profile,201,2407,16.72,77,132,0.31,9,18,5,4995,5,4,0.67
patch,/api/user/profile,404,4437,1.18,637,16,15.37,4,15,1,5509,2,2,1.49
post,/api/payment,429,4590,2.61,520,3,18.76,1,40,0,1810,2,0,2.68
get,/api/products,401,3574,3.68,247,20,24.32,1,46,7,50,3,3,2.45
get,/api/login,404,3514,4.14,271,13,14.32,2,32,2,6092,5,4,2.08
get,/api/login,403,1768,1.91,793,27,17.14,2,34,8,9065,2,3,3.15
get,/api/search,400,3257,2.5,331,29,9.61,3,38,7,8913,4,3,3.37
patch,/api/products,200,2553,0.35,1055,17,9.66,5,45,8,9229,3,1,3.04
get,/api/cart,400,3898,5.15,214,41,18.85,1,34,1,5021,6,3,2.65
post,/api/search,404,1476,2.06,1112,11,19.38,5,46,0,4786,5,2,2.58
delete,/api/search,200,776,1.37,587,37,12.53,3,38,2,2710,1,2,1.98
put,/api/user/profile,401,1413,2.52,1138,27,16.29,3,30,5,1656,2,0,3.48
put,/api/user/profile,401,1497,1.6,488,6,13.55,3,32,7,882,1,3,3.26
post,/api/search,401,1787,19.22,361,180,0.4,7,15,1,6659,12,15,0.69
delete,/api/user/profile,400,4768,3.34,921,26,29.91,2,39,4,2525,4,2,1.22
put,/api/orders,201,3349,9.2,300,209,0.59,5,33,4,1613,10,3,0.72
patch,/api/products,200,3993,13.37,173,49,1.42,9,49,9,6978,14,14,1.8
delete,/api/login,404,3751,2.36,594,45,13.42,4,45,0,9425,4,0,2.24
put,/api/login,403,694,4.07,1200,60,6.45,2,19,5,4725,5,1,2.71
patch,/api/user/profile,500,1835,10.46,576,86,0.87,3,32,8,911,12,8,0.5
delete,/api/orders,403,1710,4.53,708,19,18.31,0,39,8,3217,2,1,3.17
get,/api/search,403,708,4.92,277,28,9.08,4,26,3,8506,2,2,1.0
get,/api/search,429,1381,4.22,165,18,12.71,0,25,2,5726,2,4,1.82
post,/api/login,500,3219,3.36,971,9,34.71,3,32,9,244,4,1,2.43
put,/api/cart,400,4817,3.93,184,33,7.1,5,31,8,2015,5,4,1.49
delete,/api/search,500,4484,3.87,232,59,19.37,4,16,0,4413,2,0,2.22
patch,/api/user/profile,400,2658,5.06,1059,1,0.88,4,26,4,4647,3,3,1.76
post,/api/login,403,1404,9.83,280,58,1.79,2,46,0,9653,15,11,0.27
get,/api/search,404,2716,10.85,117,194,2.82,10,37,0,9000,5,14,0.82
delete,/api/user/profile,400,1598,2.21,633,33,4.84,4,27,2,8802,5,2,3.15
delete,/api/products,429,3767,0.8,344,25,4.8,2,20,2,4421,1,4,2.26
post,/api/payment,429,1535,12.65,113,249,3.18,2,41,2,1513,5,9,1.0
delete,/api/search,200,3018,1.58,327,18,27.94,2,42,8,6399,3,1,2.04
post,/api/payment,403,2389,4.22,487,5,16.48,4,39,2,283,1,4,2.65
patch,/api/user/profile,403,402,0.1,636,45,0.01,1,44,10,9147,1,0,2.37
patch,/api/search,401,2370,2.87,1120,52,6.0,1,24,4,8019,6,4,1.85
post,/api/payment,404,1535,3.34,922,47,19.5,2,31,1,4359,5,0,2.42
delete,/api/products,429,1898,3.67,1045,6,5.61,4,30,5,8095,1,0,2.29
delete,/api/products,403,4910,4.97,634,25,15.55,5,20,3,4959,4,3,2.58
get,/api/search,403,2550,21.22,123,256,1.42,6,23,1,5016,15,13,0.24
patch,/api/login,200,2843,15.88,584,138,0.53,8,20,8,3717,14,7,0.89
get,/api/products,404,682,1.03,94,35,9.51,0,28,5,4462,5,3,2.73
get,/api/search,400,992,3.7,741,38,23.97,2,38,5,9393,1,0,3.44
put,/api/login,201,4053,2.4,752,21,24.55,1,15,3,2127,1,3,2.29
post,/api/orders,201,2752,3.85,308,31,16.66,4,49,1,1035,3,1,2.77
delete,/api/search,404,540,3.14,540,31,2.16,0,28,5,5337,3,1,1.83
get,/api/search,201,1849,2.65,695,13,1.5,2,39,2,1282,5,3,3.0
get,/api/login,500,3249,3.81,79,22,17.62,5,29,9,3278,3,4,1.83
post,/api/products,500,3065,17.52,291,72,0.86,9,39,5,8770,5,7,0.89
delete,/api/user/profile,500,1885,2.63,757,50,19.4,4,17,9,1013,1,3,2.28
put,/api/orders,429,2223,12.89,462,139,3.21,3,28,8,9459,7,5,1.02
get,/api/products,400,4563,3.3,525,37,14.04,2,47,1,5754,5,1,2.48
put,/api/login,404,4292,3.86,1002,30,33.76,0,48,2,9648,2,3,1.66
put,/api/payment,429,417,2.34,699,14,5.56,4,40,2,6918,5,1,3.46
